Branch,Component,Gender,abdominalextensiondepthsitting,acromialheight,acromionradialelength,anklecircumference,thumbtipreach,tibialheight,tragiontopofhead,trochanterionheight,verticaltrunkcircumferenceusa,waistbacklength,waistbreadth,waistcircumference,waistdepth,waistfrontlengthsitting,waistheightomphalion,wristcircumference,wristheight,weight_kg,stature_m,BMI,BMI_class,Height_class,
1124,Combat Service Support,Regular Army,Female,193,1333,303,170,744,441,131,865,1512,403,256,758,192,356,996,152,801,62.1,1.639,23.11711817,Normal,Normal
1125,Combat Service Support,Army National Guard,Female,215,1293,295,169,748,422,131,811,1552,443,312,883,205,331,937,150,762,61.8,1.574,24.94474215,Normal,Normal
1126,Combat Service Support,Army Reserve,Female,212,1237,284,156,662,410,122,802,1404,394,278,789,190,333,915,140,750,51.8,1.53,22.12824127,Normal,Small
1127,Combat Service Support,Regular Army,Female,210,1255,305,177,753,417,121,828,1481,404,281,812,198,336,926,149,730,63.1,1.552,26.19666011,Overweight,Normal
1128,Combat Service Support,Army National Guard,Female,220,1305,300,174,713,413,132,815,1523,416,295,838,202,327,958,154,760,65.3,1.572,26.42458028,Overweight,Normal
1129,Combat Service Support,Army National Guard,Female,230,1367,322,170,821,454,130,903,1494,413,264,770,210,327,1034,150,778,64.6,1.67,23.16325433,Normal,Normal
1130,Combat Support,Army National Guard,Female,228,1294,304,167,704,408,135,837,1448,409,244,707,196,318,954,152,762,56.9,1.574,22.96692279,Normal,Normal
1131,Combat Service Support,Army National Guard,Female,209,1366,326,171,807,447,127,869,1519,411,275,798,189,345,1000,152,801,66.1,1.636,24.69646882,Normal,Normal
1132,Combat Service Support,Regular Army,Female,213,1290,285,148,677,408,129,813,1561,442,306,856,208,372,938,152,764,59.8,1.575,24.10682792,Normal,Normal
1133,Combat Service Support,Regular Army,Female,200,1365,316,148,720,443,133,893,1557,414,259,716,180,338,1017,146,804,53.3,1.676,18.97488622,Normal,Normal
1134,Combat Service Support,Regular Army,Female,243,1392,339,174,820,465,126,907,1613,464,327,940,237,376,1020,167,791,75.5,1.705,25.97156887,Overweight,Tall
1135,Combat Service Support,Army National Guard,Female,219,1307,299,175,724,440,134,858,1530,408,322,907,221,341,961,158,786,70.2,1.603,27.31933146,Overweight,Normal
1136,Combat Service Support,Regular Army,Female,218,1293,313,165,727,417,124,822,1593,440,294,832,199,372,930,150,755,65.5,1.593,25.81129226,Overweight,Normal
1137,Combat Service Support,Army National Guard,Female,216,1292,320,168,747,443,132,873,1429,392,289,836,200,324,991,159,747,64.4,1.611,24.81388622,Normal,Normal
1138,Combat Service Support,Army National Guard,Female,219,1386,321,164,787,449,128,877,1648,430,305,840,199,345,1011,160,825,68,1.673,24.29500713,Normal,Normal
1139,Combat Service Support,Army National Guard,Female,195,1371,327,173,764,456,129,886,1552,410,293,790,175,337,1054,166,800,71.5,1.689,25.06378997,Overweight,Normal
1140,Combat Service Support,Regular Army,Female,202,1238,283,148,678,398,128,792,1482,425,250,733,189,324,899,143,739,49.9,1.529,21.3444798,Normal,Small
1141,Combat Service Support,Army National Guard,Female,185,1315,316,145,713,431,127,836,1468,401,251,700,165,345,971,148,777,52.3,1.602,20.37870889,Normal,Normal
1142,Combat Service Support,Regular Army,Female,201,1464,321,162,761,469,124,916,1667,455,301,805,191,410,1034,157,901,74,1.764,23.78124341,Normal,Tall
1143,Combat Support,Regular Army,Female,251,1357,339,177,797,464,130,899,1581,421,305,937,242,362,993,159,763,75,1.648,27.61511453,Overweight,Normal
1144,Combat Support,Regular Army,Female,213,1306,304,166,772,433,120,854,1535,432,304,867,205,351,954,151,770,60.4,1.587,23.98187225,Normal,Normal
1145,Combat Service Support,Regular Army,Female,159,1215,279,136,688,413,132,763,1360,370,232,641,166,289,912,137,705,43,1.492,19.31660545,Normal,Small
1146,Combat Support,Regular Army,Female,253,1280,299,166,717,409,134,799,1599,426,334,951,241,336,910,157,754,75,1.567,30.54381429,Overweight,Normal
1147,Combat Service Support,Regular Army,Female,220,1269,322,175,792,445,127,826,1491,361,288,845,206,328,978,156,721,71.6,1.563,29.3085995,Overweight,Normal
1148,Combat Service Support,Regular Army,Female,234,1361,327,177,751,449,123,900,1558,425,306,876,221,353,1004,153,795,72.3,1.663,26.14290224,Overweight,Normal
1149,Combat Service Support,Regular Army,Female,248,1303,308,188,747,439,127,815,1615,441,334,951,238,358,945,155,784,76.5,1.617,29.25778171,Overweight,Normal
1150,Combat Service Support,Regular Army,Female,224,1389,336,164,774,476,131,892,1516,413,266,790,204,328,1053,150,783,66,1.683,23.30106136,Normal,Normal
1151,Combat Service Support,Regular Army,Female,205,1338,306,163,762,449,130,864,1515,413,255,752,190,348,1000,145,791,60,1.636,22.41736958,Normal,Normal
1152,Combat Service Support,Army Reserve,Female,200,1349,317,170,736,445,133,860,1533,413,290,807,185,363,997,148,801,69.5,1.628,26.22261529,Overweight,Normal
1153,Combat Service Support,Army National Guard,Female,227,1264,304,168,757,413,127,810,1536,384,286,852,219,306,930,156,737,63.7,1.536,26.99957954,Overweight,Small
1154,Combat Service Support,Army National Guard,Female,235,1249,300,168,731,397,127,773,1497,421,310,880,224,342,891,154,719,60.2,1.53,25.71660472,Overweight,Small
1155,Combat Service Support,Army Reserve,Female,258,1396,349,179,718,467,130,889,1646,414,320,913,232,349,1044,164,792,81.5,1.678,28.94500945,Overweight,Normal
1156,Combat Service Support,Army National Guard,Female,247,1372,336,183,816,451,133,892,1560,441,300,885,247,388,1019,170,780,77.3,1.682,27.32294519,Overweight,Normal
1157,Combat Service Support,Army National Guard,Female,212,1313,312,154,735,431,111,839,1452,408,256,742,181,328,977,156,758,53.7,1.585,21.37547393,Normal,Normal
1158,Combat Service Support,Army Reserve,Female,206,1316,331,164,777,441,127,845,1503,412,280,826,212,355,978,145,769,67.2,1.588,26.6482244,Overweight,Normal
1159,Combat Service Support,Army Reserve,Female,218,1420,346,176,821,487,131,931,1568,431,292,820,196,368,1077,160,833,69.8,1.718,23.64879974,Normal,Tall
1160,Combat Service Support,Army National Guard,Female,260,1362,326,170,762,437,125,870,1691,464,367,1010,239,413,978,157,803,80.9,1.655,29.53605754,Overweight,Normal
1161,Combat Service Support,Army Reserve,Female,211,1426,333,180,750,464,120,906,1616,450,283,820,200,397,1025,150,837,72.2,1.705,24.83638772,Normal,Tall
1162,Combat Support,Army National Guard,Female,215,1321,301,164,706,430,122,868,1545,425,280,792,197,373,963,158,771,63,1.608,24.36511472,Normal,Normal
1163,Combat Support,Army National Guard,Female,223,1300,331,163,770,445,133,890,1430,391,255,766,217,334,1002,153,729,65.4,1.607,25.32479828,Overweight,Normal
1164,Combat Service Support,Army Reserve,Female,190,1214,290,139,648,394,124,751,1466,398,261,728,186,314,875,152,724,48.4,1.49,21.80081978,Normal,Small
1165,Combat Service Support,Army Reserve,Female,244,1279,300,161,713,423,126,832,1510,420,300,895,218,345,922,147,758,65.3,1.563,26.72977021,Overweight,Normal
1166,Combat Support,Army National Guard,Female,200,1371,325,174,778,465,133,892,1538,415,285,811,194,327,1024,148,801,66.9,1.677,23.78811298,Normal,Normal
1167,Combat Support,Army National Guard,Female,248,1350,320,173,765,437,120,850,1629,409,297,856,229,357,990,154,797,66.8,1.615,25.61128737,Overweight,Normal
1168,Combat Support,Regular Army,Female,230,1260,308,173,765,430,130,825,1493,360,256,772,189,314,970,157,718,67.2,1.57,27.26276928,Overweight,Normal
1169,Combat Support,Regular Army,Female,213,1272,302,158,718,424,127,813,1525,383,288,826,202,332,944,144,748,59.7,1.563,24.43747751,Normal,Normal
1170,Combat Support,Regular Army,Female,215,1328,324,171,735,450,125,865,1483,428,288,844,215,348,989,152,783,65.8,1.627,24.85711879,Normal,Normal
1171,Combat Support,Regular Army,Female,203,1425,327,172,769,484,134,965,1537,430,259,756,194,374,1071,150,841,65.7,1.743,21.62572098,Normal,Tall
1172,Combat Support,Army Reserve,Female,245,1347,309,171,738,443,133,867,1574,415,308,893,220,331,991,160,815,68.1,1.635,25.4748478,Overweight,Normal
1173,Combat Service Support,Regular Army,Female,260,1395,342,178,790,464,126,920,1673,465,363,1059,255,382,1018,167,798,89.4,1.699,30.97068143,Overweight,Normal
1174,Combat Support,Regular Army,Female,224,1208,292,172,678,402,120,805,1464,374,268,781,204,296,912,150,700,64.3,1.503,28.46380869,Overweight,Small
1175,Combat Service Support,Regular Army,Female,282,1327,302,177,652,435,126,846,1660,446,301,932,245,387,948,174,792,85.7,1.637,31.98036846,Overweight,Normal
1176,Combat Service Support,Army National Guard,Female,189,1267,291,152,724,423,127,817,1444,405,269,746,181,310,933,154,757,56,1.544,23.49056351,Normal,Small
1177,Combat Service Support,Army Reserve,Female,216,1222,300,170,667,401,131,759,1463,397,276,801,195,315,899,154,703,61.3,1.493,27.50051704,Overweight,Small
1178,Combat Service Support,Army National Guard,Female,254,1329,331,167,759,440,131,839,1585,455,332,928,228,350,969,158,767,66.2,1.645,24.46392772,Normal,Normal
1179,Combat Service Support,Army National Guard,Female,240,1383,325,173,780,471,109,871,1630,438,268,806,198,362,1026,180,803,71.9,1.707,24.67526629,Normal,Tall
1180,Combat Service Support,Army Reserve,Female,216,1310,300,160,704,437,115,829,1504,414,261,749,190,344,992,140,783,58.6,1.611,22.57909523,Normal,Normal
1181,Combat Service Support,Army Reserve,Female,210,1242,294,159,692,415,127,793,1446,420,273,767,187,319,909,154,747,57.6,1.543,24.19305046,Normal,Small
1182,Combat Service Support,Army National Guard,Female,180,1322,308,155,709,431,127,834,1489,419,269,748,183,364,963,142,800,56,1.604,21.76603379,Normal,Normal
1183,Combat Service Support,Army Reserve,Female,204,1310,311,153,726,425,125,838,1502,430,283,798,191,363,935,149,754,61.6,1.588,24.42753904,Normal,Normal
1184,Combat Service Support,Regular Army,Female,186,1247,300,152,742,412,127,805,1451,392,262,722,177,332,940,162,722,53.3,1.543,22.38697204,Normal,Small
1185,Combat Service Support,Army National Guard,Female,247,1344,311,172,726,441,117,852,1562,416,308,888,225,387,984,152,809,67.8,1.63,25.51846136,Overweight,Normal
1186,Combat Service Support,Army National Guard,Female,222,1363,304,172,712,442,130,862,1601,423,266,784,202,362,1026,162,816,77.6,1.674,27.69177626,Overweight,Normal
1187,Combat Service Support,Army National Guard,Female,186,1260,306,178,696,408,120,799,1511,403,289,778,185,345,927,145,729,65.8,1.56,27.03813281,Overweight,Normal
1188,Combat Service Support,Army National Guard,Female,247,1348,308,163,763,440,128,828,1552,440,327,930,233,347,983,154,791,66.6,1.62,25.37722908,Overweight,Normal
1189,Combat Service Support,Army National Guard,Female,193,1327,305,160,722,434,121,822,1504,416,270,740,179,346,976,154,790,54.9,1.613,21.1010278,Normal,Normal
1190,Combat Service Support,Regular Army,Female,203,1263,292,136,702,421,131,784,1448,419,287,818,200,373,896,147,764,53.9,1.541,22.69778551,Normal,Small
1191,Combat Support,Regular Army,Female,283,1320,305,188,712,437,129,846,1611,443,347,1026,276,363,948,147,781,81.4,1.595,31.99654091,Overweight,Normal
1192,Combat Service Support,Army National Guard,Female,195,1323,325,157,720,432,127,840,1542,436,285,796,203,361,952,155,788,61.1,1.6,23.8671875,Normal,Normal
1193,Combat Service Support,Regular Army,Female,237,1388,333,176,745,449,133,887,1594,418,300,865,209,366,1023,158,819,77.7,1.69,27.2049298,Overweight,Normal
1194,Combat Service Support,Army National Guard,Female,238,1342,304,174,773,433,122,840,1648,444,296,892,225,369,980,161,806,72.5,1.612,27.90023952,Overweight,Normal
1195,Combat Service Support,Regular Army,Female,226,1278,291,164,680,412,131,780,1534,447,311,891,215,342,900,158,758,66.4,1.559,27.31969515,Overweight,Normal
1196,Combat Service Support,Army National Guard,Female,258,1374,331,178,774,457,125,880,1625,450,352,985,249,379,987,165,797,80.6,1.678,28.62537131,Overweight,Normal
1197,Combat Service Support,Army National Guard,Female,187,1328,302,157,707,428,122,832,1501,413,273,767,178,337,967,151,803,52.2,1.608,20.18823791,Normal,Normal
1198,Combat Service Support,Regular Army,Female,168,1261,281,149,667,406,117,779,1444,432,251,698,155,349,900,154,744,47.8,1.559,19.66688898,Normal,Normal
1199,Combat Service Support,Regular Army,Female,282,1389,326,187,770,473,130,889,1606,435,369,1031,262,353,1011,155,840,84.5,1.683,29.83241947,Overweight,Normal
1200,Combat Service Support,Army National Guard,Female,220,1297,296,168,690,429,128,833,1496,418,315,869,223,339,942,148,765,68.5,1.586,27.23229265,Overweight,Normal
1201,Combat Service Support,Army National Guard,Female,207,1363,306,163,725,438,117,867,1559,434,307,853,202,357,993,160,803,64.6,1.646,23.84365648,Normal,Normal
1202,Combat Service Support,Army National Guard,Female,215,1340,296,166,780,441,124,863,1596,405,264,788,202,342,1018,163,813,67.9,1.656,24.75991272,Normal,Normal
1203,Combat Service Support,Regular Army,Female,188,1217,279,148,670,398,135,767,1424,403,266,755,178,322,897,152,718,50.9,1.515,22.17647507,Normal,Small
1204,Combat Service Support,Army Reserve,Female,229,1435,336,170,768,481,133,902,1643,452,306,868,208,362,1059,164,842,74.5,1.754,24.21570374,Normal,Tall
1205,Combat Service Support,Regular Army,Female,191,1381,324,157,750,461,124,878,1539,466,288,773,178,372,1010,157,811,67,1.699,23.21068967,Normal,Normal
1206,Combat Service Support,Regular Army,Female,238,1313,313,153,707,428,132,839,1538,412,282,847,223,351,938,150,780,57.3,1.573,23.15779349,Normal,Normal
1207,Combat Service Support,Regular Army,Female,211,1398,323,160,732,453,107,899,1538,424,291,799,197,342,1013,150,824,59.7,1.657,21.74349307,Normal,Normal
1208,Combat Service Support,Regular Army,Female,237,1365,332,157,785,452,131,863,1589,443,325,895,220,368,976,160,790,66.5,1.655,24.27871232,Normal,Normal
1209,Combat Service Support,Army Reserve,Female,183,1224,281,145,655,407,125,784,1412,374,249,740,179,319,904,146,734,50.5,1.502,22.38471208,Normal,Small
1210,Combat Service Support,Regular Army,Female,217,1340,307,170,735,422,139,840,1616,465,331,927,222,362,941,159,811,74.9,1.653,27.41170886,Overweight,Normal
1211,Combat Service Support,Army National Guard,Female,227,1335,310,192,722,428,127,831,1609,440,330,905,210,374,968,165,811,75.6,1.633,28.34976257,Overweight,Normal
1212,Combat Service Support,Regular Army,Female,222,1298,318,173,738,435,119,852,1502,413,300,837,209,357,958,150,738,63.4,1.585,25.23659306,Overweight,Normal
1213,Combat Service Support,Army National Guard,Female,248,1327,314,180,738,433,133,832,1656,430,320,896,225,361,948,168,761,76.8,1.632,28.83506344,Overweight,Normal
1214,Combat Service Support,Army National Guard,Female,267,1316,319,195,723,429,132,841,1637,430,323,968,250,354,949,170,771,80.4,1.616,30.7874228,Overweight,Normal
1215,Combat Support,Regular Army,Female,262,1374,311,172,718,442,126,853,1655,450,325,941,235,382,997,157,827,76.2,1.67,27.32260031,Overweight,Normal
1216,Combat Support,Regular Army,Female,175,1338,307,144,687,431,127,827,1506,421,264,698,161,362,963,140,812,52.6,1.632,19.7490148,Normal,Normal
1217,Combat Service Support,Regular Army,Female,182,1358,340,161,779,474,119,871,1511,406,271,785,193,346,1026,149,770,65.3,1.648,24.04355971,Normal,Normal
1218,Combat Service Support,Regular Army,Female,267,1300,333,181,778,442,134,849,1526,439,326,928,252,365,941,152,735,72.6,1.576,29.22968899,Overweight,Normal
1219,Combat Service Support,Regular Army,Female,206,1334,316,150,745,430,122,838,1545,432,287,783,200,364,938,139,809,55.7,1.606,21.59554225,Normal,Normal
1220,Combat Service Support,Regular Army,Female,197,1344,316,162,742,447,134,852,1548,430,277,772,185,350,996,154,788,59.9,1.652,21.94859558,Normal,Normal
1221,Combat Service Support,Regular Army,Female,245,1347,302,184,716,446,127,861,1585,446,329,970,231,379,967,145,818,75.9,1.625,28.74319527,Overweight,Normal
1222,Combat Service Support,Regular Army,Female,233,1323,298,168,733,425,127,838,1535,440,293,880,227,354,956,153,795,60.7,1.598,23.77032617,Normal,Normal
1223,Combat Service Support,Regular Army,Female,225,1326,325,162,727,415,137,821,1565,396,334,946,230,343,951,146,765,66.9,1.618,25.55459975,Overweight,Normal
1224,Combat Support,Army Reserve,Female,253,1379,318,170,754,439,133,869,1580,409,314,915,235,333,1013,165,822,69.7,1.674,24.87263924,Normal,Normal
1225,Combat Service Support,Regular Army,Female,213,1262,289,152,651,414,134,789,1538,406,310,855,203,382,911,147,751,61.4,1.563,25.13335208,Overweight,Normal
1226,Combat Support,Regular Army,Female,227,1402,323,162,741,469,137,911,1611,406,312,881,213,372,1068,165,834,74.2,1.728,24.84942987,Normal,Tall
1227,Combat Service Support,Regular Army,Female,213,1310,306,167,702,420,134,834,1573,417,314,855,195,354,962,150,792,67.1,1.59,26.54167161,Overweight,Normal
1228,Combat Service Support,Regular Army,Female,186,1327,324,160,746,437,131,859,1413,397,303,825,175,326,998,149,776,57.7,1.636,21.55803708,Normal,Normal
1229,Combat Service Support,Regular Army,Female,264,1355,316,179,753,453,127,877,1600,420,300,939,235,372,999,160,808,80.3,1.655,29.31700149,Overweight,Normal
1230,Combat Service Support,Army National Guard,Female,211,1398,328,149,743,444,120,862,1626,451,295,837,196,364,1005,159,832,63.4,1.707,21.75816249,Normal,Tall
1231,Combat Service Support,Regular Army,Female,220,1344,317,167,736,440,131,859,1542,424,283,822,197,351,1019,155,787,68.1,1.676,24.24371016,Normal,Normal
1232,Combat Support,Army National Guard,Female,232,1315,327,173,734,430,130,806,1615,416,325,895,208,343,965,160,766,73.4,1.633,27.52476948,Overweight,Normal
1233,Combat Service Support,Army National Guard,Female,208,1328,316,162,693,437,134,804,1559,389,280,803,194,326,986,152,791,67.2,1.607,26.02181108,Overweight,Normal
1234,Combat Service Support,Regular Army,Female,222,1315,302,152,671,415,130,818,1584,440,320,911,225,395,950,147,807,66.2,1.618,25.28721231,Overweight,Normal
1235,Combat Service Support,Regular Army,Female,218,1403,319,164,731,463,137,860,1656,441,291,822,208,382,1040,162,862,70.3,1.708,24.09792189,Normal,Tall
